datetime,temp,temp_cor,temp_qual,cond,cond_cor,cond_qual,ph,ph_cor,ph_qual,do,do_cor,do_qual,turb,turb_cor,turb_qual,stage,stage_cor,stage_qual
2020-01-01 00:00:00.000,2.16,2.16,NULL,452.3,463.89410965111,NULL,8.32,8.31121459324723,NULL,11.55,NULL,NULL,6.76,NULL,NULL,44.18,53.18,NULL
2020-01-01 00:15:00.000,2.15,2.15,NULL,452.4,463.997100135931,NULL,8.32,8.31121232721505,NULL,11.55,NULL,NULL,6.37,NULL,NULL,44.25,53.25,NULL
2020-01-01 00:30:00.000,2.15,2.15,NULL,452,463.600090620752,NULL,8.32,8.31121006118287,NULL,11.55,NULL,NULL,6.52,NULL,NULL,44.29,53.29,NULL
2020-01-01 00:45:00.000,2.16,2.16,NULL,451.9,463.503081105573,NULL,8.32,8.31120779515069,NULL,11.53,NULL,NULL,6.9,NULL,NULL,44.29,53.29,NULL
2020-01-01 01:00:00.000,2.16,2.16,NULL,451.8,463.406071590394,NULL,8.32,8.31120552911851,NULL,11.54,NULL,NULL,6.74,NULL,NULL,44.18,53.18,NULL
2020-01-01 01:15:00.000,2.17,2.17,NULL,451.6,463.209062075215,NULL,8.32,8.31120326308634,NULL,11.53,NULL,NULL,6.73,NULL,NULL,44.36,53.36,NULL
2020-01-01 01:30:00.000,2.16,2.16,NULL,451.6,463.212052560036,NULL,8.32,8.31120099705416,NULL,11.52,NULL,NULL,6.59,NULL,NULL,44.19,53.19,NULL
2020-01-01 01:45:00.000,2.15,2.15,NULL,451.1,462.715043044857,NULL,8.32,8.31119873102198,NULL,11.53,NULL,NULL,7.09,NULL,NULL,44.13,53.13,NULL
2020-01-01 02:00:00.000,2.14,2.14,NULL,450.9,462.518033529678,NULL,8.3,8.2911964649898,NULL,11.53,NULL,NULL,6.9,NULL,NULL,44.11,53.11,NULL
2020-01-01 02:15:00.000,2.14,2.14,NULL,450.5,462.121024014499,NULL,8.32,8.31119419895763,NULL,11.52,NULL,NULL,6.58,NULL,NULL,44.04,53.04,NULL
2020-01-01 02:30:00.000,2.15,2.15,NULL,450.2,461.82401449932,NULL,8.31,8.30119193292545,NULL,11.52,NULL,NULL,6.44,NULL,NULL,44.11,53.11,NULL
2020-01-01 02:45:00.000,2.16,2.16,NULL,450.1,461.727004984141,NULL,8.31,8.30118966689327,NULL,11.51,NULL,NULL,6.5,NULL,NULL,44.11,53.11,NULL
2020-01-01 03:00:00.000,2.18,2.18,NULL,450.1,461.729995468962,NULL,8.31,8.30118740086109,NULL,11.5,NULL,NULL,7.12,NULL,NULL,44.13,53.13,NULL
2020-01-01 03:15:00.000,2.2,2.2,NULL,449.9,461.532985953783,NULL,8.32,8.31118513482891,NULL,11.5,NULL,NULL,7.15,NULL,NULL,44.1,53.1,NULL
2020-01-01 03:30:00.000,2.24,2.24,NULL,449.8,461.435976438604,NULL,8.3,8.29118286879674,NULL,11.48,NULL,NULL,7.56,NULL,NULL,44.06,53.06,NULL
2020-01-01 03:45:00.000,2.27,2.27,NULL,449.5,461.138966923425,NULL,8.32,8.31118060276456,NULL,11.46,NULL,NULL,8.09,NULL,NULL,44.15,53.15,NULL
2020-01-01 04:00:00.000,2.28,2.28,NULL,449.5,461.141957408246,NULL,8.31,8.30117833673238,NULL,11.44,NULL,NULL,7.69,NULL,NULL,44.15,53.15,NULL
2020-01-01 04:15:00.000,2.3,2.3,NULL,449.4,461.044947893068,NULL,8.31,8.3011760707002,NULL,11.43,NULL,NULL,7.39,NULL,NULL,44.09,53.09,NULL
2020-01-01 04:30:00.000,2.32,2.32,NULL,449.3,460.947938377889,NULL,8.31,8.30117380466803,NULL,11.41,NULL,NULL,7.13,NULL,NULL,44.22,53.22,NULL
2020-01-01 04:45:00.000,2.3,2.3,NULL,449.1,460.75092886271,NULL,8.31,8.30117153863585,NULL,11.4,NULL,NULL,7.94,NULL,NULL,44.31,53.31,NULL
2020-01-01 05:00:00.000,2.26,2.26,NULL,448.9,460.553919347531,NULL,8.31,8.30116927260367,NULL,11.39,NULL,NULL,7.74,NULL,NULL,44.09,53.09,NULL
2020-01-01 05:15:00.000,2.23,2.23,NULL,448.6,460.256909832352,NULL,8.32,8.31116700657149,NULL,11.39,NULL,NULL,7.7,NULL,NULL,44.23,53.23,NULL
2020-01-01 05:30:00.000,2.24,2.24,NULL,448.2,459.859900317173,NULL,8.31,8.30116474053932,NULL,11.38,NULL,NULL,7.32,NULL,NULL,44.47,53.47,NULL
2020-01-01 05:45:00.000,2.24,2.24,NULL,447.9,459.562890801994,NULL,8.31,8.30116247450714,NULL,11.38,NULL,NULL,7.44,NULL,NULL,44.34,53.34,NULL
2020-01-01 06:00:00.000,2.25,2.25,NULL,447.8,459.465881286815,NULL,8.31,8.30116020847496,NULL,11.36,NULL,NULL,7.52,NULL,NULL,44.19,53.19,NULL
2020-01-01 06:15:00.000,2.24,2.24,NULL,447.4,459.068871771636,NULL,8.32,8.31115794244278,NULL,11.36,NULL,NULL,7.35,NULL,NULL,44.51,53.51,NULL
2020-01-01 06:30:00.000,2.22,2.22,NULL,447.2,458.871862256457,NULL,8.31,8.30115567641061,NULL,11.37,NULL,NULL,7.15,NULL,NULL,44.48,53.48,NULL
2020-01-01 06:45:00.000,2.21,2.21,NULL,446.8,458.474852741278,NULL,8.32,8.31115341037843,NULL,11.36,NULL,NULL,7.72,NULL,NULL,44.51,53.51,NULL
2020-01-01 07:00:00.000,2.23,2.23,NULL,446.7,458.377843226099,NULL,8.32,8.31115114434625,NULL,11.36,NULL,NULL,7.88,NULL,NULL,44.45,53.45,NULL
2020-01-01 07:15:00.000,2.26,2.26,NULL,446.3,457.98083371092,NULL,8.32,8.31114887831407,NULL,11.37,NULL,NULL,7.28,NULL,NULL,44.5,53.5,NULL
2020-01-01 07:30:00.000,2.31,2.31,NULL,445.9,457.583824195741,NULL,8.31,8.3011466122819,NULL,11.36,NULL,NULL,7.26,NULL,NULL,44.51,53.51,NULL
2020-01-01 07:45:00.000,2.35,2.35,NULL,445.8,457.486814680562,NULL,8.31,8.30114434624972,NULL,11.35,NULL,NULL,7.44,NULL,NULL,44.53,53.53,NULL
2020-01-01 08:00:00.000,2.39,2.39,NULL,445.7,457.389805165383,NULL,8.32,8.31114208021754,NULL,11.35,NULL,NULL,7.2,NULL,NULL,44.49,53.49,NULL
2020-01-01 08:15:00.000,2.43,2.43,NULL,445.5,457.192795650204,NULL,8.32,8.31113981418536,NULL,11.36,NULL,NULL,7.29,NULL,NULL,44.5,53.5,NULL
2020-01-01 08:30:00.000,2.47,2.47,NULL,445.1,456.795786135025,NULL,8.31,8.30113754815318,NULL,11.38,NULL,NULL,6.93,NULL,NULL,44.51,53.51,NULL
2020-01-01 08:45:00.000,2.54,2.54,NULL,445,456.698776619846,NULL,8.33,8.32113528212101,NULL,11.39,NULL,NULL,6.86,NULL,NULL,44.63,53.63,NULL
2020-01-01 09:00:00.000,2.61,2.61,NULL,444.9,456.601767104667,NULL,8.33,8.32113301608883,NULL,11.42,NULL,NULL,6.97,NULL,NULL,44.45,53.45,NULL
2020-01-01 09:15:00.000,2.69,2.69,NULL,444.7,456.404757589488,NULL,8.34,8.33113075005665,NULL,11.47,NULL,NULL,7.21,NULL,NULL,44.45,53.45,NULL
2020-01-01 09:30:00.000,2.78,2.78,NULL,444.4,456.107748074309,NULL,8.35,8.34112848402447,NULL,11.5,NULL,NULL,6.7,NULL,NULL,44.59,53.59,NULL
2020-01-01 09:45:00.000,2.86,2.86,NULL,444.4,456.11073855913,NULL,8.36,8.3511262179923,NULL,11.55,NULL,NULL,7.14,NULL,NULL,44.39,53.39,NULL
2020-01-01 10:00:00.000,2.95,2.95,NULL,444.2,455.913729043951,NULL,8.35,8.34112395196012,NULL,11.62,NULL,NULL,6.89,NULL,NULL,44.24,53.24,NULL
2020-01-01 10:15:00.000,3.05,3.05,NULL,444,455.716719528772,NULL,8.37,8.36112168592794,NULL,11.68,NULL,NULL,7.37,NULL,NULL,44.44,53.44,NULL
2020-01-01 10:30:00.000,3.15,3.15,NULL,444.2,455.919710013593,NULL,8.38,8.37111941989576,NULL,11.73,NULL,NULL,7.02,NULL,NULL,44.22,53.22,NULL
2020-01-01 10:45:00.000,3.25,3.25,NULL,444,455.722700498414,NULL,8.39,8.38111715386358,NULL,11.79,NULL,NULL,6.62,NULL,NULL,44.41,53.41,NULL
2020-01-01 11:00:00.000,3.38,3.38,NULL,443.9,455.625690983235,NULL,8.41,8.40111488783141,NULL,11.87,NULL,NULL,6.69,NULL,NULL,44.4,53.4,NULL
2020-01-01 11:15:00.000,3.5,3.5,NULL,443.9,455.628681468056,NULL,8.41,8.40111262179923,NULL,11.93,NULL,NULL,6.46,NULL,NULL,44.38,53.38,NULL
2020-01-01 11:30:00.000,3.57,3.57,NULL,443.8,455.531671952877,NULL,8.43,8.42111035576705,NULL,11.94,NULL,NULL,6.64,NULL,NULL,44.41,53.41,NULL
2020-01-01 11:45:00.000,3.65,3.65,NULL,443.7,455.434662437698,NULL,8.43,8.42110808973487,NULL,11.96,NULL,NULL,6.88,NULL,NULL,44.47,53.47,NULL
2020-01-01 12:00:00.000,3.71,3.71,NULL,443.8,455.537652922519,NULL,8.44,8.4311058237027,NULL,11.96,NULL,NULL,6.57,NULL,NULL,44.39,53.39,NULL
2020-01-01 12:15:00.000,3.78,3.78,NULL,443.7,455.44064340734,NULL,8.44,8.43110355767052,NULL,11.95,NULL,NULL,6.76,NULL,NULL,44.77,53.77,NULL
2020-01-01 12:30:00.000,3.81,3.81,NULL,443.6,455.343633892161,NULL,8.46,8.45110129163834,NULL,11.94,NULL,NULL,6.7,NULL,NULL,44.45,53.45,NULL
2020-01-01 12:45:00.000,3.84,3.84,NULL,443.6,455.346624376982,NULL,8.46,8.45109902560617,NULL,11.86,NULL,NULL,6.53,NULL,NULL,44.5,53.5,NULL
2020-01-01 13:00:00.000,3.86,3.86,NULL,444.5,456.249614861803,NULL,8.46,8.45109675957399,NULL,11.77,NULL,NULL,6.79,NULL,NULL,44.71,53.71,NULL
2020-01-01 13:15:00.000,3.89,3.89,NULL,445.9,457.652605346624,NULL,8.48,8.47109449354181,NULL,11.71,NULL,NULL,6.66,NULL,NULL,44.6,53.6,NULL
2020-01-01 13:30:00.000,3.95,3.95,NULL,446.7,458.455595831445,NULL,8.48,8.47109222750963,NULL,11.71,NULL,NULL,6.68,NULL,NULL,44.81,53.81,NULL
2020-01-01 13:45:00.000,4.01,4.01,NULL,448.2,459.958586316266,NULL,8.49,8.48108996147745,NULL,11.72,NULL,NULL,6.87,NULL,NULL,44.89,53.89,NULL
2020-01-01 14:00:00.000,4.11,4.11,NULL,450,461.761576801087,NULL,8.49,8.48108769544528,NULL,11.76,NULL,NULL,6.66,NULL,NULL,45.22,54.22,NULL
2020-01-01 14:15:00.000,4.21,4.21,NULL,452.2,463.964567285908,NULL,8.49,8.4810854294131,NULL,11.77,NULL,NULL,6.99,NULL,NULL,45.19,54.19,NULL
2020-01-01 14:30:00.000,4.24,4.24,NULL,455.9,467.667557770729,NULL,8.5,8.49108316338092,NULL,11.68,NULL,NULL,7.62,NULL,NULL,45.14,54.14,NULL
2020-01-01 14:45:00.000,4.24,4.24,NULL,458.8,470.570548255551,NULL,8.49,8.48108089734874,NULL,11.58,NULL,NULL,7.07,NULL,NULL,45.35,54.35,NULL
2020-01-01 15:00:00.000,4.24,4.24,NULL,462,473.773538740372,NULL,8.49,8.48107863131657,NULL,11.52,NULL,NULL,7.36,NULL,NULL,45.32,54.32,NULL
2020-01-01 15:15:00.000,4.25,4.25,NULL,471.2,482.976529225193,NULL,8.48,8.47107636528439,NULL,11.5,NULL,NULL,8.34,NULL,NULL,45.63,54.63,NULL
