datetime,temp,temp_cor,temp_qual,cond,cond_cor,cond_qual,ph,ph_cor,ph_qual,do,do_cor,do_qual,turb,turb_cor,turb_qual,stage,stage_cor,stage_qual
2014-06-20 13:00:00.000,7.48,7.48,NULL,258.3,258.3,NULL,8.37,8.37,10,9.8,9.8,NULL,0,0,4,-9999,NULL,NULL
2014-06-20 13:15:00.000,0.743,NULL,NULL,7.645,258.3,7,8.37,8.37,10,9.8,9.8,NULL,3.32,3.32,NULL,-9999,NULL,NULL
2014-06-20 13:30:00.000,7.72,7.72,NULL,258.3,258.3,NULL,8.37,8.37,10,9.73,9.73,NULL,2.49,2.49,NULL,51.09,35.89,10
2014-06-20 13:45:00.000,7.81,7.81,NULL,258.3,258.3,NULL,8.38,8.38,10,9.71,9.71,NULL,2.37,2.37,NULL,51.23,36.0293838862559,10
2014-06-20 14:00:00.000,7.83,7.83,NULL,258.2,258.2,NULL,8.38,8.38,10,9.7,9.7,NULL,2.52,2.52,NULL,51.18,35.9787677725118,10
2014-06-20 14:15:00.000,7.74,7.74,NULL,258.3,258.3,NULL,8.38,8.38,10,9.67,9.67,NULL,2.32,2.32,NULL,50.81,35.6081516587678,10
2014-06-20 14:30:00.000,7.7,7.7,NULL,258.3,258.3,NULL,8.38,8.38,10,9.71,9.71,NULL,2.71,2.71,NULL,50.86,35.6575355450237,10
2014-06-20 14:45:00.000,7.63,7.63,NULL,258.3,258.3,NULL,8.38,8.38,10,9.71,9.71,NULL,2.72,2.72,NULL,50.69,35.4869194312796,10
2014-06-20 15:00:00.000,7.67,7.67,NULL,258.2,258.2,NULL,8.39,8.39,10,9.72,9.72,NULL,2.46,2.46,NULL,50.58,35.3763033175355,10
2014-06-20 15:15:00.000,7.68,7.68,NULL,258.4,258.4,NULL,8.39,8.39,10,9.67,9.67,NULL,2.57,2.57,NULL,50.55,35.3456872037915,10
2014-06-20 15:30:00.000,7.66,7.66,NULL,258.5,258.5,NULL,8.38,8.38,10,9.67,9.67,NULL,2.62,2.62,NULL,50.67,35.4650710900474,10
2014-06-20 15:45:00.000,7.64,7.64,NULL,258.6,258.6,NULL,8.38,8.38,10,9.66,9.66,NULL,2.48,2.48,NULL,50.62,35.4144549763033,10
2014-06-20 16:00:00.000,7.61,7.61,NULL,258.8,258.8,NULL,8.37,8.37,10,9.61,9.61,NULL,2.35,2.35,NULL,50.57,35.3638388625592,10
2014-06-20 16:15:00.000,7.57,7.57,NULL,259.1,259.1,NULL,8.37,8.37,10,9.61,9.61,NULL,2.49,2.49,NULL,50.63,35.4232227488152,10
2014-06-20 16:30:00.000,7.52,7.52,NULL,259.5,259.5,NULL,8.36,8.36,10,9.6,9.6,NULL,2.4,2.4,NULL,50.57,35.3626066350711,10
2014-06-20 16:45:00.000,7.45,7.45,NULL,259.8,259.8,NULL,8.36,8.36,10,9.6,9.6,NULL,3.13,3.13,NULL,50.52,35.311990521327,10
2014-06-20 17:00:00.000,7.37,7.37,NULL,259.7,259.7,NULL,8.35,8.35,10,9.62,9.62,NULL,2.53,2.53,NULL,50.32,35.1113744075829,10
2014-06-20 17:15:00.000,7.25,7.25,NULL,259.9,259.9,NULL,8.34,8.34,10,9.62,9.62,NULL,2.45,2.45,NULL,50.53,35.3207582938389,10
2014-06-20 17:30:00.000,7.14,7.14,NULL,260.1,260.1,NULL,8.34,8.34,10,9.64,9.64,NULL,2.46,2.46,NULL,50.63,35.4201421800948,10
